ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000211248	ENSMUSG00000051176	867	protein_coding	Zfp42	ENSMUSP00000147606.1
ENSMUST00000110116	ENSMUSG00000051177	3651	protein_coding	Plcb1	ENSMUSP00000105743.1
ENSMUST00000050585	ENSMUSG00000051180	939	protein_coding	Olfr522	ENSMUSP00000057288.5
ENSMUST00000216750	ENSMUSG00000051182	927	protein_coding	Olfr655	ENSMUSP00000150891.1
ENSMUST00000207901	ENSMUSG00000051184	966	protein_coding	Zfp524	ENSMUSP00000146921.1
ENSMUST00000059975	ENSMUSG00000051185	573	protein_coding	Fam174a	ENSMUSP00000057670.6
ENSMUST00000205100	ENSMUSG00000051190	963	protein_coding	Olfr1356	ENSMUSP00000144815.1
ENSMUST00000214670	ENSMUSG00000051200	930	protein_coding	Olfr513	ENSMUSP00000149440.1
ENSMUST00000062163	ENSMUSG00000051207	966	protein_coding	Mrgprd	ENSMUSP00000063021.6
ENSMUST00000053970	ENSMUSG00000051209	1008	protein_coding	Gpr119	ENSMUSP00000060591.3
ENSMUST00000049872	ENSMUSG00000051212	1074	protein_coding	Gpr183	ENSMUSP00000052404.7
ENSMUST00000053604	ENSMUSG00000051219	423	protein_coding	3100002H09Rik	ENSMUSP00000053274.2
ENSMUST00000056904	ENSMUSG00000051220	3723	protein_coding	Ercc6l	ENSMUSP00000050592.2
ENSMUST00000186949	ENSMUSG00000051223	1356	protein_coding	Bzw1	ENSMUSP00000140319.1
ENSMUST00000112188	ENSMUSG00000051224	1080	protein_coding	Tceanc	ENSMUSP00000107806.1
ENSMUST00000160942	ENSMUSG00000051225	1311	protein_coding	Fam83a	ENSMUSP00000125464.1
ENSMUST00000050434	ENSMUSG00000051228	1431	protein_coding	Nyx	ENSMUSP00000056313.5
ENSMUST00000052566	ENSMUSG00000051232	627	protein_coding	Tmem199	ENSMUSP00000058599.7
ENSMUST00000057500	ENSMUSG00000051234	342	protein_coding	Rnf7	ENSMUSP00000052856.4
ENSMUST00000166117	ENSMUSG00000051235	2727	protein_coding	Gen1	ENSMUSP00000132098.1
ENSMUST00000092143	ENSMUSG00000051236	561	protein_coding	Msrb3	ENSMUSP00000089781.5
ENSMUST00000053583	ENSMUSG00000051238	837	protein_coding	Swsap1	ENSMUSP00000060331.5
ENSMUST00000057228	ENSMUSG00000051242	2487	protein_coding	Pcdhb9	ENSMUSP00000058801.1
ENSMUST00000163200	ENSMUSG00000051243	2370	protein_coding	Islr2	ENSMUSP00000130879.1
ENSMUST00000050535	ENSMUSG00000051246	837	protein_coding	Msantd1	ENSMUSP00000057362.1
ENSMUST00000059794	ENSMUSG00000051251	402	protein_coding	Nhlh1	ENSMUSP00000057489.3
ENSMUST00000056396	ENSMUSG00000051255	633	protein_coding	Gm6563	ENSMUSP00000137244.1
ENSMUST00000101070	ENSMUSG00000051256	552	protein_coding	Jagn1	ENSMUSP00000098631.4
ENSMUST00000054534	ENSMUSG00000051257	675	protein_coding	Trap1a	ENSMUSP00000059448.3
ENSMUST00000051874	ENSMUSG00000051258	927	protein_coding	Olfr1362	ENSMUSP00000061660.2
ENSMUST00000050780	ENSMUSG00000051262	684	protein_coding	Nat8f3	ENSMUSP00000093431.4
ENSMUST00000060062	ENSMUSG00000051276	1134	protein_coding	Actrt2	ENSMUSP00000050377.3
ENSMUST00000196141	ENSMUSG00000051278	5592	protein_coding	Zgrf1	ENSMUSP00000143761.1
ENSMUST00000057613	ENSMUSG00000051279	1365	protein_coding	Gdf6	ENSMUSP00000062884.2
ENSMUST00000061280	ENSMUSG00000051285	1074	protein_coding	Pcmtd1	ENSMUSP00000059261.9
ENSMUST00000053287	ENSMUSG00000051306	3975	protein_coding	Usp42	ENSMUSP00000053955.5
ENSMUST00000111508	ENSMUSG00000051313	915	protein_coding	Olfr1262	ENSMUSP00000107133.1
ENSMUST00000053156	ENSMUSG00000051314	993	protein_coding	Ffar2	ENSMUSP00000052600.3
ENSMUST00000066272	ENSMUSG00000051316	1026	protein_coding	Taf7	ENSMUSP00000065645.4
ENSMUST00000135091	ENSMUSG00000051319	171	protein_coding	Mtln	ENSMUSP00000141107.1
ENSMUST00000149154	ENSMUSG00000051323	3438	protein_coding	Pcdh19	ENSMUSP00000116886.1
ENSMUST00000057481	ENSMUSG00000051329	4209	protein_coding	Nup160	ENSMUSP00000059289.6
ENSMUST00000112793	ENSMUSG00000051331	6669	protein_coding	Cacna1c	ENSMUSP00000108413.4
ENSMUST00000055341	ENSMUSG00000051335	1173	protein_coding	Gfod1	ENSMUSP00000062662.5
ENSMUST00000211733	ENSMUSG00000051339	5304	protein_coding	2900026A02Rik	ENSMUSP00000147419.1
ENSMUST00000057104	ENSMUSG00000051340	948	protein_coding	Olfr645	ENSMUSP00000062821.3
ENSMUST00000233281	ENSMUSG00000051341	2175	protein_coding	Zfp52	ENSMUSP00000156662.1
ENSMUST00000204087	ENSMUSG00000051343	3957	protein_coding	Rab11fip5	ENSMUSP00000145402.1
ENSMUST00000139649	ENSMUSG00000051344	2286	protein_coding	Plekhm3	ENSMUSP00000138002.1
ENSMUST00000061995	ENSMUSG00000051346	624	protein_coding	Spryd4	ENSMUSP00000054731.8
ENSMUST00000069195	ENSMUSG00000051351	1359	protein_coding	Zfp46	ENSMUSP00000070216.4
ENSMUST00000220219	ENSMUSG00000051354	1545	protein_coding	Samd3	ENSMUSP00000151558.1
ENSMUST00000057843	ENSMUSG00000051355	732	protein_coding	Commd1	ENSMUSP00000053606.5
ENSMUST00000090150	ENSMUSG00000051359	582	protein_coding	Ncald	ENSMUSP00000087611.4
ENSMUST00000050744	ENSMUSG00000051361	510	protein_coding	6030498E09Rik	ENSMUSP00000061776.5
ENSMUST00000218483	ENSMUSG00000051362	954	protein_coding	Olfr589	ENSMUSP00000151739.1
ENSMUST00000050029	ENSMUSG00000051367	855	protein_coding	Six1	ENSMUSP00000059026.6
ENSMUST00000057423	ENSMUSG00000051373	816	protein_coding	Plpp7	ENSMUSP00000054337.5
ENSMUST00000161701	ENSMUSG00000051375	3234	protein_coding	Pcdh1	ENSMUSP00000125576.1
ENSMUST00000021311	ENSMUSG00000051378	2505	protein_coding	Kif18b	ENSMUSP00000021311.9
ENSMUST00000110057	ENSMUSG00000051379	1950	protein_coding	Flrt3	ENSMUSP00000105684.2
ENSMUST00000053429	ENSMUSG00000051390	1917	protein_coding	Zbtb22	ENSMUSP00000057466.9
ENSMUST00000198270	ENSMUSG00000051391	744	protein_coding	Ywhag	ENSMUSP00000143631.1
ENSMUST00000199297	ENSMUSG00000051392	963	protein_coding	Olfr1402	ENSMUSP00000149714.1
ENSMUST00000124331	ENSMUSG00000051396	1086	protein_coding	Gm45902	ENSMUSP00000119850.2
ENSMUST00000058178	ENSMUSG00000051397	954	protein_coding	Tacstd2	ENSMUSP00000060099.4
ENSMUST00000091927	ENSMUSG00000051401	1284	protein_coding	Kctd16	ENSMUSP00000089547.4
ENSMUST00000058444	ENSMUSG00000051403	2139	protein_coding	Ppp1r37	ENSMUSP00000060233.8
ENSMUST00000051100	ENSMUSG00000051412	663	protein_coding	Vamp7	ENSMUSP00000052262.6
ENSMUST00000056924	ENSMUSG00000051413	1491	protein_coding	Plagl2	ENSMUSP00000055709.7
ENSMUST00000058411	ENSMUSG00000051414	966	protein_coding	Olfr829	ENSMUSP00000058101.3
ENSMUST00000216675	ENSMUSG00000051424	936	protein_coding	Olfr1184	ENSMUSP00000149649.1
ENSMUST00000093381	ENSMUSG00000051427	2157	protein_coding	Ccdc157	ENSMUSP00000091074.4
ENSMUST00000056898	ENSMUSG00000051431	1080	protein_coding	Gpr87	ENSMUSP00000059272.4
ENSMUST00000105780	ENSMUSG00000051435	4263	protein_coding	Fhad1	ENSMUSP00000101406.1
ENSMUST00000059121	ENSMUSG00000051437	1833	protein_coding	Ubqlnl	ENSMUSP00000056365.4
ENSMUST00000061829	ENSMUSG00000051439	1101	protein_coding	Cd14	ENSMUSP00000056669.6
ENSMUST00000057975	ENSMUSG00000051444	2127	protein_coding	Bbs12	ENSMUSP00000052179.7
ENSMUST00000061767	ENSMUSG00000051451	1077	protein_coding	Crebzf	ENSMUSP00000050972.5
ENSMUST00000050771	ENSMUSG00000051452	873	protein_coding	Gm11437	ENSMUSP00000056084.7
ENSMUST00000100378	ENSMUSG00000051455	2898	protein_coding	Meioc	ENSMUSP00000097947.3
ENSMUST00000054650	ENSMUSG00000051456	465	protein_coding	Hspb3	ENSMUSP00000054193.4
ENSMUST00000143713	ENSMUSG00000051457	1188	protein_coding	Spn	ENSMUSP00000122787.1
ENSMUST00000066497	ENSMUSG00000051469	1107	protein_coding	Zfp24	ENSMUSP00000064637.5
ENSMUST00000058761	ENSMUSG00000051481	534	protein_coding	Krtap31-2	ENSMUSP00000055035.5
ENSMUST00000039659	ENSMUSG00000051483	834	protein_coding	Cbr1	ENSMUSP00000049394.8
ENSMUST00000053073	ENSMUSG00000051486	2394	protein_coding	Pcdhb11	ENSMUSP00000056148.4
ENSMUST00000058600	ENSMUSG00000051490	1335	protein_coding	Foxd4	ENSMUSP00000058575.2
ENSMUST00000213246	ENSMUSG00000051493	933	protein_coding	Olfr974	ENSMUSP00000149630.1
ENSMUST00000054960	ENSMUSG00000051495	1713	protein_coding	Irf2bp2	ENSMUSP00000062753.6
ENSMUST00000106636	ENSMUSG00000051497	1260	protein_coding	Kcnj16	ENSMUSP00000102247.1
ENSMUST00000062315	ENSMUSG00000051498	2421	protein_coding	Tlr6	ENSMUSP00000062096.4
ENSMUST00000058844	ENSMUSG00000051499	2334	protein_coding	Zfp786	ENSMUSP00000057495.5
ENSMUST00000052825	ENSMUSG00000051502	654	protein_coding	Ufsp1	ENSMUSP00000056156.5
ENSMUST00000051117	ENSMUSG00000051503	1410	protein_coding	Gm6583	ENSMUSP00000049839.2
ENSMUST00000165045	ENSMUSG00000051504	999	protein_coding	Siglech	ENSMUSP00000130632.2
ENSMUST00000130509	ENSMUSG00000051506	9552	protein_coding	Wdfy4	ENSMUSP00000117068.3
ENSMUST00000192358	ENSMUSG00000051509	954	protein_coding	Olfr414	ENSMUSP00000142051.1
ENSMUST00000058162	ENSMUSG00000051510	489	protein_coding	Mafg	ENSMUSP00000053899.7
ENSMUST00000051179	ENSMUSG00000051515	1155	protein_coding	Fam181b	ENSMUSP00000146473.1
ENSMUST00000054538	ENSMUSG00000051517	1035	protein_coding	Arhgef39	ENSMUSP00000055293.6
ENSMUST00000052499	ENSMUSG00000051518	432	protein_coding	Rps19bp1	ENSMUSP00000061167.7
ENSMUST00000200535	ENSMUSG00000051527	2610	protein_coding	Usp29	ENSMUSP00000143769.2
ENSMUST00000214751	ENSMUSG00000051528	948	protein_coding	Olfr424	ENSMUSP00000150840.1
ENSMUST00000162731	ENSMUSG00000051550	1689	protein_coding	Zfp579	ENSMUSP00000123963.1
ENSMUST00000097737	ENSMUSG00000051557	876	protein_coding	Pusl1	ENSMUSP00000095344.4
ENSMUST00000060101	ENSMUSG00000051579	354	protein_coding	Tceal8	ENSMUSP00000056189.3
ENSMUST00000060241	ENSMUSG00000051582	873	protein_coding	Otud6a	ENSMUSP00000059861.2
ENSMUST00000207889	ENSMUSG00000051586	5982	protein_coding	Mical3	ENSMUSP00000146544.1
ENSMUST00000208183	ENSMUSG00000051590	4548	protein_coding	Map3k19	ENSMUSP00000146463.1
ENSMUST00000217734	ENSMUSG00000051591	954	protein_coding	Olfr697	ENSMUSP00000152039.1
ENSMUST00000115752	ENSMUSG00000051592	4191	protein_coding	Ccnb3	ENSMUSP00000111418.1
ENSMUST00000213989	ENSMUSG00000051593	960	protein_coding	Olfr272	ENSMUSP00000149339.1
ENSMUST00000114099	ENSMUSG00000051596	1803	protein_coding	Otop1	ENSMUSP00000109734.3
ENSMUST00000056522	ENSMUSG00000051599	2400	protein_coding	Pcdhb2	ENSMUSP00000057921.3
ENSMUST00000213274	ENSMUSG00000051611	963	protein_coding	Olfr112	ENSMUSP00000150904.1
ENSMUST00000062117	ENSMUSG00000051615	552	protein_coding	Rap2a	ENSMUSP00000056433.6
ENSMUST00000059707	ENSMUSG00000051617	2232	protein_coding	Krt9	ENSMUSP00000055255.2
ENSMUST00000057254	ENSMUSG00000051618	1977	protein_coding	Ubqln3	ENSMUSP00000055229.5
ENSMUST00000062045	ENSMUSG00000051627	660	protein_coding	Hist1h1e	ENSMUSP00000057308.2
ENSMUST00000050914	ENSMUSG00000051638	393	protein_coding	Gm9857	ENSMUSP00000052414.1
ENSMUST00000063071	ENSMUSG00000051648	2853	protein_coding	Kctd19	ENSMUSP00000050687.6
ENSMUST00000062844	ENSMUSG00000051650	1194	protein_coding	B3gnt2	ENSMUSP00000060247.10
ENSMUST00000057608	ENSMUSG00000051652	774	protein_coding	Lrrc3	ENSMUSP00000059570.4
ENSMUST00000052366	ENSMUSG00000051663	2457	protein_coding	Pcdhb1	ENSMUSP00000057519.3
ENSMUST00000050160	ENSMUSG00000051669	1158	protein_coding	AU021092	ENSMUSP00000058860.4
ENSMUST00000059093	ENSMUSG00000051671	240	protein_coding	Coa6	ENSMUSP00000058279.4
ENSMUST00000087181	ENSMUSG00000051674	921	protein_coding	Dcun1d4	ENSMUSP00000084427.5
ENSMUST00000050850	ENSMUSG00000051675	1968	protein_coding	Trim32	ENSMUSP00000062277.7
ENSMUST00000061717	ENSMUSG00000051678	2319	protein_coding	Pcdhb6	ENSMUSP00000058592.2
ENSMUST00000215541	ENSMUSG00000051680	951	protein_coding	Olfr693	ENSMUSP00000150203.1
ENSMUST00000154335	ENSMUSG00000051682	795	protein_coding	Treml4	ENSMUSP00000118772.1
ENSMUST00000226516	ENSMUSG00000051687	912	protein_coding	Vmn1r73	ENSMUSP00000153827.1
ENSMUST00000053015	ENSMUSG00000051695	1071	protein_coding	Pcbp1	ENSMUSP00000054863.5
ENSMUST00000113575	ENSMUSG00000051703	1083	protein_coding	Tmem198	ENSMUSP00000109205.2
ENSMUST00000216329	ENSMUSG00000051705	705	protein_coding	Senp8	ENSMUSP00000149463.1
ENSMUST00000054541	ENSMUSG00000051706	948	protein_coding	Olfr1325	ENSMUSP00000052441.2
ENSMUST00000060782	ENSMUSG00000051716	756	protein_coding	Apon	ENSMUSP00000059142.3
ENSMUST00000223551	ENSMUSG00000051721	2133	protein_coding	Wdcp	ENSMUSP00000152571.1
ENSMUST00000170580	ENSMUSG00000051726	1518	protein_coding	Kcnf1	ENSMUSP00000131480.1
ENSMUST00000206658	ENSMUSG00000051727	864	protein_coding	Kctd14	ENSMUSP00000145558.1
ENSMUST00000062638	ENSMUSG00000051728	756	protein_coding	Fam243	ENSMUSP00000049694.5
ENSMUST00000060447	ENSMUSG00000051730	630	protein_coding	Mettl5	ENSMUSP00000050907.6
ENSMUST00000063219	ENSMUSG00000051732	1887	protein_coding	Pabpc2	ENSMUSP00000066639.2
ENSMUST00000209035	ENSMUSG00000051735	1692	protein_coding	Rinl	ENSMUSP00000146576.1
ENSMUST00000063204	ENSMUSG00000051736	243	protein_coding	Fam229b	ENSMUSP00000063508.2
ENSMUST00000099981	ENSMUSG00000051747	105642	protein_coding	Ttn	ENSMUSP00000097561.2
ENSMUST00000070832	ENSMUSG00000051748	192	protein_coding	Wfdc21	ENSMUSP00000064479.2
ENSMUST00000205573	ENSMUSG00000051768	1896	protein_coding	Xrcc1	ENSMUSP00000146105.1
ENSMUST00000063251	ENSMUSG00000051769	243	protein_coding	Wfdc15a	ENSMUSP00000070718.2
ENSMUST00000063263	ENSMUSG00000051777	333	protein_coding	Iqcj	ENSMUSP00000069544.3
ENSMUST00000109353	ENSMUSG00000051786	5310	protein_coding	Tubgcp6	ENSMUSP00000104977.2
ENSMUST00000070584	ENSMUSG00000051788	312	protein_coding	4930564D02Rik	ENSMUSP00000069820.4
ENSMUST00000056484	ENSMUSG00000051790	2511	protein_coding	Nlgn2	ENSMUSP00000053097.3
ENSMUST00000206647	ENSMUSG00000051793	966	protein_coding	Olfr284	ENSMUSP00000145864.1
ENSMUST00000053460	ENSMUSG00000051802	189	protein_coding	Krtap19-5	ENSMUSP00000055511.2
ENSMUST00000063317	ENSMUSG00000051804	2271	protein_coding	Adam6b	ENSMUSP00000065529.2
ENSMUST00000182173	ENSMUSG00000051811	315	protein_coding	Cox6b2	ENSMUSP00000138288.1
ENSMUST00000182625	ENSMUSG00000051817	945	protein_coding	Sox12	ENSMUSP00000138293.1
ENSMUST00000063340	ENSMUSG00000051827	576	protein_coding	Rhox2a	ENSMUSP00000067190.5
ENSMUST00000063359	ENSMUSG00000051839	507	protein_coding	Gypa	ENSMUSP00000070836.6
ENSMUST00000063384	ENSMUSG00000051851	339	protein_coding	Rtl8c	ENSMUSP00000069901.3
ENSMUST00000053183	ENSMUSG00000051853	546	protein_coding	Arf3	ENSMUSP00000050689.9
ENSMUST00000124665	ENSMUSG00000051855	1029	protein_coding	Mest	ENSMUSP00000117713.2
ENSMUST00000108262	ENSMUSG00000051860	1338	protein_coding	Samd7	ENSMUSP00000103897.3
ENSMUST00000063414	ENSMUSG00000051864	1551	protein_coding	Tbc1d22a	ENSMUSP00000065721.8
ENSMUST00000063425	ENSMUSG00000051877	2571	protein_coding	Vmn2r72	ENSMUSP00000133014.1
ENSMUST00000023710	ENSMUSG00000051879	1575	protein_coding	Krt71	ENSMUSP00000023710.3
ENSMUST00000063445	ENSMUSG00000051890	1221	protein_coding	Klhdc1	ENSMUSP00000068046.6
ENSMUST00000063456	ENSMUSG00000051896	543	protein_coding	Tex37	ENSMUSP00000066786.4
ENSMUST00000120490	ENSMUSG00000051900	5037	protein_coding	Abca16	ENSMUSP00000112736.1
ENSMUST00000138439	ENSMUSG00000051906	825	protein_coding	Cd209f	ENSMUSP00000119810.1
ENSMUST00000206369	ENSMUSG00000051910	2487	protein_coding	Sox6	ENSMUSP00000145931.1
ENSMUST00000063489	ENSMUSG00000051917	960	protein_coding	Tas2r144	ENSMUSP00000067734.3
ENSMUST00000226810	ENSMUSG00000051920	732	protein_coding	Rspo2	ENSMUSP00000154600.1
ENSMUST00000063517	ENSMUSG00000051934	1638	protein_coding	Spats2	ENSMUSP00000070549.4
ENSMUST00000063523	ENSMUSG00000051936	726	protein_coding	Prss58	ENSMUSP00000069833.3
ENSMUST00000063524	ENSMUSG00000051940	804	protein_coding	5031410I06Rik	ENSMUSP00000069697.2
ENSMUST00000100404	ENSMUSG00000051950	1470	protein_coding	B3glct	ENSMUSP00000097972.3
ENSMUST00000070533	ENSMUSG00000051951	1944	protein_coding	Xkr4	ENSMUSP00000070648.4
ENSMUST00000218663	ENSMUSG00000051952	939	protein_coding	Olfr371	ENSMUSP00000151714.1
ENSMUST00000115354	ENSMUSG00000051956	1149	protein_coding	Rnf133	ENSMUSP00000111011.1
ENSMUST00000063563	ENSMUSG00000051965	411	protein_coding	Nanos2	ENSMUSP00000069765.7
ENSMUST00000185091	ENSMUSG00000051969	2796	protein_coding	Tlr11	ENSMUSP00000138814.1
ENSMUST00000233295	ENSMUSG00000051977	2544	protein_coding	Prdm9	ENSMUSP00000156841.1
ENSMUST00000110813	ENSMUSG00000051978	999	protein_coding	Erich1	ENSMUSP00000106436.3
ENSMUST00000063597	ENSMUSG00000051980	3240	protein_coding	Casr	ENSMUSP00000069080.7
ENSMUST00000063632	ENSMUSG00000051984	3477	protein_coding	Sec31b	ENSMUSP00000064900.7
ENSMUST00000166193	ENSMUSG00000051985	8550	protein_coding	Igfn1	ENSMUSP00000129680.2
ENSMUST00000063641	ENSMUSG00000051989	168	protein_coding	Smim11	ENSMUSP00000070724.4
ENSMUST00000169295	ENSMUSG00000051998	1224	protein_coding	Lax1	ENSMUSP00000131126.1
ENSMUST00000214584	ENSMUSG00000052012	933	protein_coding	Olfr796	ENSMUSP00000150534.1
ENSMUST00000063654	ENSMUSG00000052013	921	protein_coding	Btla	ENSMUSP00000067877.4
ENSMUST00000063656	ENSMUSG00000052014	348	protein_coding	A330070K13Rik	ENSMUSP00000067580.5
ENSMUST00000025520	ENSMUSG00000052026	1914	protein_coding	Slc6a7	ENSMUSP00000025520.7
ENSMUST00000063683	ENSMUSG00000052031	1518	protein_coding	Tagap1	ENSMUSP00000070466.6
ENSMUST00000063682	ENSMUSG00000052033	405	protein_coding	Pfdn4	ENSMUSP00000070596.5
ENSMUST00000063694	ENSMUSG00000052040	870	protein_coding	Klf13	ENSMUSP00000067680.7
ENSMUST00000109155	ENSMUSG00000052056	3126	protein_coding	Zfp217	ENSMUSP00000104783.1
ENSMUST00000216502	ENSMUSG00000052058	936	protein_coding	Olfr901	ENSMUSP00000150507.1
ENSMUST00000075374	ENSMUSG00000052062	3612	protein_coding	Pard3b	ENSMUSP00000074837.3
ENSMUST00000091377	ENSMUSG00000052075	444	protein_coding	1700029F12Rik	ENSMUSP00000088938.4
ENSMUST00000025831	ENSMUSG00000052085	6303	protein_coding	Dock8	ENSMUSP00000025831.6
ENSMUST00000063771	ENSMUSG00000052087	1644	protein_coding	Rgs14	ENSMUSP00000068731.7
ENSMUST00000224112	ENSMUSG00000052099	960	protein_coding	Prss51	ENSMUSP00000153617.1
ENSMUST00000063814	ENSMUSG00000052102	870	protein_coding	Gnpda1	ENSMUSP00000069081.8
ENSMUST00000086693	ENSMUSG00000052105	5838	protein_coding	Mtcl1	ENSMUSP00000083899.5
ENSMUST00000063816	ENSMUSG00000052117	711	protein_coding	D630039A03Rik	ENSMUSP00000068932.5
ENSMUST00000007449	ENSMUSG00000052131	951	protein_coding	Akr1b7	ENSMUSP00000007449.7
ENSMUST00000120756	ENSMUSG00000052133	3369	protein_coding	Sema5b	ENSMUSP00000112536.1
ENSMUST00000102656	ENSMUSG00000052135	1680	protein_coding	Foxo6	ENSMUSP00000099716.3
ENSMUST00000095143	ENSMUSG00000052137	2505	protein_coding	Rbm12b2	ENSMUSP00000092765.2
ENSMUST00000063813	ENSMUSG00000052139	1263	protein_coding	Babam2	ENSMUSP00000069133.4
ENSMUST00000137458	ENSMUSG00000052142	3132	protein_coding	Rasal3	ENSMUSP00000123141.1
ENSMUST00000063854	ENSMUSG00000052144	1254	protein_coding	Ppp4r2	ENSMUSP00000066314.4
ENSMUST00000155071	ENSMUSG00000052146	510	protein_coding	Rps10	ENSMUSP00000156346.1
ENSMUST00000063879	ENSMUSG00000052151	831	protein_coding	Plpp2	ENSMUSP00000069670.5
ENSMUST00000063886	ENSMUSG00000052155	1542	protein_coding	Acvr2a	ENSMUSP00000067305.3
ENSMUST00000063888	ENSMUSG00000052160	1512	protein_coding	Pld4	ENSMUSP00000067002.3
ENSMUST00000110273	ENSMUSG00000052180	1140	protein_coding	Serpinb6c	ENSMUSP00000105902.2
ENSMUST00000217273	ENSMUSG00000052182	939	protein_coding	Olfr849	ENSMUSP00000149769.1
ENSMUST00000033229	ENSMUSG00000052187	444	protein_coding	Hbb-y	ENSMUSP00000033229.3
ENSMUST00000063956	ENSMUSG00000052212	2454	protein_coding	Cd177	ENSMUSP00000064934.5
ENSMUST00000161711	ENSMUSG00000052214	627	protein_coding	Opa3	ENSMUSP00000145909.1
ENSMUST00000063957	ENSMUSG00000052217	444	protein_coding	Hbb-bh1	ENSMUSP00000064865.4
ENSMUST00000063977	ENSMUSG00000052221	1236	protein_coding	Ppp1r36	ENSMUSP00000069849.7
ENSMUST00000064016	ENSMUSG00000052229	1020	protein_coding	Gpr17	ENSMUSP00000063670.5
ENSMUST00000049768	ENSMUSG00000052234	2151	protein_coding	Epx	ENSMUSP00000050497.3
ENSMUST00000061875	ENSMUSG00000052253	1431	protein_coding	Zfp622	ENSMUSP00000059678.6
ENSMUST00000064068	ENSMUSG00000052270	1056	protein_coding	Fpr2	ENSMUSP00000065799.4
ENSMUST00000060747	ENSMUSG00000052271	594	protein_coding	Bhlha15	ENSMUSP00000055493.7
ENSMUST00000046993	ENSMUSG00000052273	12252	protein_coding	Dnah3	ENSMUSP00000042857.3
ENSMUST00000066852	ENSMUSG00000052276	393	protein_coding	Ostn	ENSMUSP00000067539.8
ENSMUST00000190594	ENSMUSG00000052293	795	protein_coding	Taf9	ENSMUSP00000140244.1
ENSMUST00000064099	ENSMUSG00000052296	2571	protein_coding	Ppp6r1	ENSMUSP00000066736.6
ENSMUST00000064104	ENSMUSG00000052298	255	protein_coding	Cdc42se2	ENSMUSP00000070725.6
ENSMUST00000039449	ENSMUSG00000052299	5304	protein_coding	Ltn1	ENSMUSP00000038775.7
ENSMUST00000064110	ENSMUSG00000052301	1218	protein_coding	Doc2a	ENSMUSP00000070119.7
ENSMUST00000064107	ENSMUSG00000052302	2301	protein_coding	Tbc1d30	ENSMUSP00000070488.5
ENSMUST00000073793	ENSMUSG00000052303	906	protein_coding	Mrgpra6	ENSMUSP00000073463.4
ENSMUST00000023934	ENSMUSG00000052305	444	protein_coding	Hbb-bs	ENSMUSP00000023934.6
ENSMUST00000015467	ENSMUSG00000052310	975	protein_coding	Slc39a1	ENSMUSP00000076012.6
ENSMUST00000064606	ENSMUSG00000052316	1740	protein_coding	Lrrc15	ENSMUSP00000066777.7
ENSMUST00000044359	ENSMUSG00000052331	3036	protein_coding	Ankrd44	ENSMUSP00000040327.9
ENSMUST00000064162	ENSMUSG00000052334	504	protein_coding	1700024B05Rik	ENSMUSP00000064211.4
ENSMUST00000064165	ENSMUSG00000052336	1065	protein_coding	Cx3cr1	ENSMUSP00000063986.3
ENSMUST00000064062	ENSMUSG00000052337	2274	protein_coding	Immt	ENSMUSP00000066181.6
ENSMUST00000064174	ENSMUSG00000052353	4086	protein_coding	Cemip	ENSMUSP00000063277.5
ENSMUST00000064192	ENSMUSG00000052363	1044	protein_coding	Zdhhc19	ENSMUSP00000070727.7
ENSMUST00000064196	ENSMUSG00000052364	1002	protein_coding	B630019K06Rik	ENSMUSP00000070261.3
ENSMUST00000229428	ENSMUSG00000052369	783	protein_coding	Tmem106c	ENSMUSP00000154819.1
ENSMUST00000113966	ENSMUSG00000052372	2091	protein_coding	Il1rapl1	ENSMUSP00000109599.1
ENSMUST00000100400	ENSMUSG00000052373	1758	protein_coding	Mpp3	ENSMUSP00000097969.2
ENSMUST00000064204	ENSMUSG00000052374	2685	protein_coding	Actn2	ENSMUSP00000067708.7
ENSMUST00000064214	ENSMUSG00000052382	555	protein_coding	Rnase9	ENSMUSP00000066637.3
ENSMUST00000115163	ENSMUSG00000052384	2166	protein_coding	Nrros	ENSMUSP00000110817.3
ENSMUST00000099569	ENSMUSG00000052387	5166	protein_coding	Trpm3	ENSMUSP00000097164.2
