transcript_length	ensembl_peptide_id_version	external_gene_name	gene_biotype
ENSMUSG00000044071	4364	ENSMUSP00000050199.7	Fam19a2	protein_coding
ENSMUSG00000044072	8083	ENSMUSP00000051080.5	Eml6	protein_coding
ENSMUSG00000044080	677	ENSMUSP00000058237.8	S100a1	protein_coding
ENSMUSG00000044083	4261	ENSMUSP00000135661.2	Efcab8	protein_coding
ENSMUSG00000044084	1640	ENSMUSP00000051204.2	Spem2	protein_coding
ENSMUSG00000044086	2215	ENSMUSP00000093315.2	Lmod3	protein_coding
ENSMUSG00000044092	2974	ENSMUSP00000131619.2	C130050O18Rik	protein_coding
ENSMUSG00000044098	6712	ENSMUSP00000069246.4	Rsbn1	protein_coding
ENSMUSG00000044103	1648	ENSMUSP00000053391.2	Il1f9	protein_coding
ENSMUSG00000044106	4233	ENSMUSP00000148302.3	Olfr868	protein_coding
ENSMUSG00000044117	2394	ENSMUSP00000062758.5	2900011O08Rik	protein_coding
ENSMUSG00000044120	3841	ENSMUSP00000148110.1	Olfr683	protein_coding
ENSMUSG00000044121	798	ENSMUSP00000052804.3	5430402E10Rik	protein_coding
ENSMUSG00000044122	1359	ENSMUSP00000103953.2	Proca1	protein_coding
ENSMUSG00000044134	2368	ENSMUSP00000062386.3	Pheta1	protein_coding
ENSMUSG00000044139	2134	ENSMUSP00000112972.1	Prss53	protein_coding
ENSMUSG00000044145	1266	ENSMUSP00000061355.1	1810024B03Rik	protein_coding
ENSMUSG00000044147	1534	ENSMUSP00000055862.7	Arf6	protein_coding
ENSMUSG00000044148	2699	ENSMUSP00000059095.6	1810030O07Rik	protein_coding
ENSMUSG00000044149	3268	ENSMUSP00000061546.6	Nkrf	protein_coding
ENSMUSG00000044150	3366	ENSMUSP00000108083.1	Bclaf3	protein_coding
ENSMUSG00000044155	807	ENSMUSP00000057238.8	Lsm8	protein_coding
ENSMUSG00000044156	2328	ENSMUSP00000058882.7	Hepacam2	protein_coding
ENSMUSG00000044162	3769	ENSMUSP00000109874.1	Tnip3	protein_coding
ENSMUSG00000044164	3544	ENSMUSP00000062005.2	Rnf182	protein_coding
ENSMUSG00000044165	1902	ENSMUSP00000102435.1	Bcl2l15	protein_coding
ENSMUSG00000044167	8665	ENSMUSP00000055308.5	Foxo1	protein_coding
ENSMUSG00000044170	4437	ENSMUSP00000149183.1	Olfr1384	protein_coding
ENSMUSG00000044172	1582	ENSMUSP00000055984.6	Ptx4	protein_coding
ENSMUSG00000044176	1113	ENSMUSP00000062976.4	Spink10	protein_coding
ENSMUSG00000044177	3516	ENSMUSP00000053238.3	Wfikkn2	protein_coding
ENSMUSG00000044186	1134	ENSMUSP00000049898.8	Nkx2-6	protein_coding
ENSMUSG00000044197	4264	ENSMUSP00000098083.2	Gpr146	protein_coding
ENSMUSG00000044199	2386	ENSMUSP00000050412.5	S1pr4	protein_coding
ENSMUSG00000044201	1941	ENSMUSP00000055427.7	Cdc25c	protein_coding
ENSMUSG00000044205	6196	ENSMUSP00000148541.2	Olfr983	protein_coding
ENSMUSG00000044206	1432	ENSMUSP00000051521.1	Vsig4	protein_coding
ENSMUSG00000044213	1693	ENSMUSP00000148902.1	Olfr1094	protein_coding
ENSMUSG00000044216	2152	ENSMUSP00000094075.3	Kcnj4	protein_coding
ENSMUSG00000044217	1797	ENSMUSP00000127611.1	Aqp5	protein_coding
ENSMUSG00000044220	2112	ENSMUSP00000050933.9	Nkx2-3	protein_coding
ENSMUSG00000044221	2538	ENSMUSP00000077972.5	Grsf1	protein_coding
ENSMUSG00000044222	452	ENSMUSP00000060997.3	Defb13	protein_coding
ENSMUSG00000044224	2060	ENSMUSP00000116865.1	Dnajc21	protein_coding
ENSMUSG00000044227	397	ENSMUSP00000055898.4	Gm9789	protein_coding
ENSMUSG00000044229	4871	ENSMUSP00000149644.1	Nxpe4	protein_coding
ENSMUSG00000044231	2294	ENSMUSP00000054990.2	Nhlrc1	protein_coding
ENSMUSG00000044243	1207	ENSMUSP00000050516.1	Bhlha9	protein_coding
ENSMUSG00000044244	2793	ENSMUSP00000096057.3	Il20rb	protein_coding
ENSMUSG00000044248	3341	ENSMUSP00000052123.3	Vmn1r45	protein_coding
ENSMUSG00000044249	462	ENSMUSP00000052589.2	Defb29	protein_coding
ENSMUSG00000044250	2185	ENSMUSP00000055485.6	Pced1b	protein_coding
ENSMUSG00000044252	3956	ENSMUSP00000073957.4	Osbpl1a	protein_coding
ENSMUSG00000044254	3521	ENSMUSP00000055757.5	Pcsk9	protein_coding
ENSMUSG00000044258	1373	ENSMUSP00000021880.9	Ctla2a	protein_coding
ENSMUSG00000044265	2268	ENSMUSP00000052174.8	Olfm5	protein_coding
ENSMUSG00000044279	1206	ENSMUSP00000094902.3	Crb3	protein_coding
ENSMUSG00000044286	3044	ENSMUSP00000150675.1	Olfr221	protein_coding
ENSMUSG00000044287	617	ENSMUSP00000056940.5	Nrn1l	protein_coding
ENSMUSG00000044288	5807	ENSMUSP00000055797.6	Cnr1	protein_coding
ENSMUSG00000044292	1790	ENSMUSP00000151115.1	Olfr978	protein_coding
ENSMUSG00000044293	3044	ENSMUSP00000145301.1	Olfr794	protein_coding
ENSMUSG00000044294	2570	ENSMUSP00000023720.7	Krt84	protein_coding
ENSMUSG00000044296	2414	ENSMUSP00000104762.1	Zfp879	protein_coding
ENSMUSG00000044303	895	ENSMUSP00000102748.2	Cdkn2a	protein_coding
ENSMUSG00000044308	8081	ENSMUSP00000107870.2	Ubr3	protein_coding
ENSMUSG00000044309	2060	ENSMUSP00000050745.5	Apol7c	protein_coding
ENSMUSG00000044312	1540	ENSMUSP00000054054.1	Neurog3	protein_coding
ENSMUSG00000044313	3558	ENSMUSP00000059212.4	Mab21l3	protein_coding
ENSMUSG00000044317	2882	ENSMUSP00000061243.4	Gpr4	protein_coding
ENSMUSG00000044320	1672	ENSMUSP00000058055.8	1700001O22Rik	protein_coding
ENSMUSG00000044322	4085	ENSMUSP00000153639.1	Dsc1	protein_coding
ENSMUSG00000044328	1463	ENSMUSP00000057592.4	Trp53i13	protein_coding
ENSMUSG00000044337	3065	ENSMUSP00000069114.4	Ackr3	protein_coding
ENSMUSG00000044338	3699	ENSMUSP00000053638.7	Aplnr	protein_coding
ENSMUSG00000044339	1073	ENSMUSP00000056043.6	Alkbh2	protein_coding
ENSMUSG00000044340	6226	ENSMUSP00000056530.6	Phlpp1	protein_coding
ENSMUSG00000044345	3755	ENSMUSP00000139254.1	Marveld1	protein_coding
ENSMUSG00000044348	3189	ENSMUSP00000108692.2	Slc25a53	protein_coding
ENSMUSG00000044349	5864	ENSMUSP00000105114.1	Snhg11	protein_coding
ENSMUSG00000044350	2444	ENSMUSP00000059173.8	Lacc1	protein_coding
ENSMUSG00000044352	3702	ENSMUSP00000100561.2	Sowaha	protein_coding
ENSMUSG00000044359	4434	ENSMUSP00000055869.1	P2ry4	protein_coding
ENSMUSG00000044361	2973	ENSMUSP00000117783.1	BC024139	protein_coding
ENSMUSG00000044362	2093	ENSMUSP00000060309.7	Ccdc89	protein_coding
ENSMUSG00000044364	1435	ENSMUSP00000060017.2	Tmem74b	protein_coding
ENSMUSG00000044365	5694	ENSMUSP00000138000.1	Cxxc4	protein_coding
ENSMUSG00000044367	2531	ENSMUSP00000053218.2	Slc16a13	protein_coding
ENSMUSG00000044375	5015	ENSMUSP00000051871.7	Pcare	protein_coding
ENSMUSG00000044378	2461	ENSMUSP00000129239.1	Slc15a5	protein_coding
ENSMUSG00000044390	2114	ENSMUSP00000059302.4	Tigd3	protein_coding
ENSMUSG00000044393	5766	ENSMUSP00000057096.8	Dsg2	protein_coding
ENSMUSG00000044400	1574	ENSMUSP00000058152.1	Sowahd	protein_coding
ENSMUSG00000044405	632	ENSMUSP00000051732.3	Adig	protein_coding
ENSMUSG00000044408	1346	ENSMUSP00000053671.6	Sptssa	protein_coding
ENSMUSG00000044424	579	ENSMUSP00000100516.2	Gm9493	protein_coding
ENSMUSG00000044429	625	ENSMUSP00000058548.8	Cryga	protein_coding
ENSMUSG00000044430	1115	ENSMUSP00000103604.1	Klk12	protein_coding
ENSMUSG00000044433	4450	ENSMUSP00000058958.7	Camsap3	protein_coding
ENSMUSG00000044441	3593	ENSMUSP00000146803.1	Olfr1442	protein_coding
ENSMUSG00000044442	3473	ENSMUSP00000112510.1	N6amt1	protein_coding
ENSMUSG00000044444	545	ENSMUSP00000054053.3	Pfn3	protein_coding
ENSMUSG00000044447	9988	ENSMUSP00000036674.4	Dock5	protein_coding
ENSMUSG00000044452	6693	ENSMUSP00000058609.4	Zfp507	protein_coding
ENSMUSG00000044453	4175	ENSMUSP00000055564.3	Ffar1	protein_coding
ENSMUSG00000044454	4617	ENSMUSP00000150378.1	Olfr867	protein_coding
ENSMUSG00000044456	3892	ENSMUSP00000060771.7	Rin3	protein_coding
ENSMUSG00000044461	3119	ENSMUSP00000059391.5	Shisa2	protein_coding
ENSMUSG00000044465	10853	ENSMUSP00000137163.2	Fam160a2	protein_coding
ENSMUSG00000044468	5640	ENSMUSP00000056872.8	Tent5c	protein_coding
ENSMUSG00000044469	2379	ENSMUSP00000076961.6	Tnfaip8l1	protein_coding
ENSMUSG00000044475	1473	ENSMUSP00000126301.2	Ascc1	protein_coding
ENSMUSG00000044477	3039	ENSMUSP00000154782.1	Zfand3	protein_coding
ENSMUSG00000044485	863	ENSMUSP00000007156.4	Klk1b11	protein_coding
ENSMUSG00000044487	1443	ENSMUSP00000149960.1	Olfr1112	protein_coding
ENSMUSG00000044496	2731	ENSMUSP00000099522.1	2510039O18Rik	protein_coding
ENSMUSG00000044499	3078	ENSMUSP00000060229.4	Hs3st5	protein_coding
ENSMUSG00000044501	2973	ENSMUSP00000086143.2	Zfp758	protein_coding
ENSMUSG00000044502	1394	ENSMUSP00000056417.7	Bod1	protein_coding
ENSMUSG00000044505	3645	ENSMUSP00000058050.3	Lingo4	protein_coding
ENSMUSG00000044518	867	ENSMUSP00000050445.2	Foxe3	protein_coding
ENSMUSG00000044519	4301	ENSMUSP00000132436.1	Zfp488	protein_coding
ENSMUSG00000044526	1184	ENSMUSP00000059715.2	Znrf4	protein_coding
ENSMUSG00000044528	3889	ENSMUSP00000062635.4	Tram1l1	protein_coding
ENSMUSG00000044533	1094	ENSMUSP00000092502.3	Rps2	protein_coding
ENSMUSG00000044534	3015	ENSMUSP00000148966.1	Ackr2	protein_coding
ENSMUSG00000044542	1133	ENSMUSP00000057231.1	Prop1	protein_coding
ENSMUSG00000044548	3650	ENSMUSP00000058943.5	Dact1	protein_coding
ENSMUSG00000044550	1148	ENSMUSP00000108724.1	Tceal3	protein_coding
ENSMUSG00000044551	1986	ENSMUSP00000061834.7	9930012K11Rik	protein_coding
ENSMUSG00000044556	802	ENSMUSP00000102131.1	Tex38	protein_coding
ENSMUSG00000044560	2729	ENSMUSP00000150896.1	Olfr1302	protein_coding
ENSMUSG00000044562	3202	ENSMUSP00000062429.7	Rasip1	protein_coding
ENSMUSG00000044566	3449	ENSMUSP00000087278.4	Cage1	protein_coding
ENSMUSG00000044573	3066	ENSMUSP00000106509.3	Acp1	protein_coding
ENSMUSG00000044576	3865	ENSMUSP00000054208.4	Garem2	protein_coding
ENSMUSG00000044581	15111	ENSMUSP00000151425.1	4932415D10Rik	protein_coding
ENSMUSG00000044583	3897	ENSMUSP00000107787.1	Tlr7	protein_coding
ENSMUSG00000044594	1620	ENSMUSP00000027567.7	Serpinb3a	protein_coding
ENSMUSG00000044595	1451	ENSMUSP00000054412.7	Dnd1	protein_coding
ENSMUSG00000044597	2368	ENSMUSP00000054158.3	Mycs	protein_coding
ENSMUSG00000044600	2892	ENSMUSP00000127441.1	Smim7	protein_coding
ENSMUSG00000044617	5960	ENSMUSP00000052717.7	Zbtb39	protein_coding
ENSMUSG00000044624	2357	ENSMUSP00000149756.1	Gm4922	protein_coding
ENSMUSG00000044626	3923	ENSMUSP00000062310.6	Liph	protein_coding
ENSMUSG00000044627	919	ENSMUSP00000139369.1	Swi5	protein_coding
ENSMUSG00000044628	1333	ENSMUSP00000109995.1	Rnf208	protein_coding
ENSMUSG00000044629	1654	ENSMUSP00000050036.5	Cnrip1	protein_coding
ENSMUSG00000044636	4375	ENSMUSP00000052144.5	Csrnp2	protein_coding
ENSMUSG00000044641	3399	ENSMUSP00000052619.6	Pard6b	protein_coding
ENSMUSG00000044646	4569	ENSMUSP00000057856.7	Zbtb7c	protein_coding
ENSMUSG00000044647	10672	ENSMUSP00000117533.1	Csrnp3	protein_coding
ENSMUSG00000044649	974	ENSMUSP00000056162.3	Krtap4-2	protein_coding
ENSMUSG00000044664	1584	ENSMUSP00000041088.6	Prss42	protein_coding
ENSMUSG00000044667	5696	ENSMUSP00000052306.8	Plppr4	protein_coding
ENSMUSG00000044674	4197	ENSMUSP00000058629.4	Fzd1	protein_coding
ENSMUSG00000044676	4863	ENSMUSP00000148717.1	Zfp612	protein_coding
ENSMUSG00000044678	791	ENSMUSP00000052599.5	Ly6k	protein_coding
ENSMUSG00000044681	3018	ENSMUSP00000122171.3	Cnpy1	protein_coding
ENSMUSG00000044700	4631	ENSMUSP00000050481.4	Tmem201	protein_coding
ENSMUSG00000044701	1021	ENSMUSP00000054637.5	Il27	protein_coding
ENSMUSG00000044702	3750	ENSMUSP00000095675.3	Palb2	protein_coding
ENSMUSG00000044703	1354	ENSMUSP00000053146.4	Phf11a	protein_coding
ENSMUSG00000044705	3729	ENSMUSP00000151138.1	Olfr670	protein_coding
ENSMUSG00000044707	2672	ENSMUSP00000058111.6	Ccnjl	protein_coding
ENSMUSG00000044708	5407	ENSMUSP00000054356.3	Kcnj10	protein_coding
ENSMUSG00000044709	1023	ENSMUSP00000113266.1	Gemin7	protein_coding
ENSMUSG00000044712	3927	ENSMUSP00000114870.1	Slc38a6	protein_coding
ENSMUSG00000044715	2720	ENSMUSP00000057939.5	Gskip	protein_coding
ENSMUSG00000044716	2779	ENSMUSP00000109909.1	Dok7	protein_coding
ENSMUSG00000044719	2016	ENSMUSP00000111346.1	E230025N22Rik	protein_coding
ENSMUSG00000044724	3922	ENSMUSP00000094062.3	Gpr152	protein_coding
ENSMUSG00000044726	2383	ENSMUSP00000058182.7	Erich5	protein_coding
ENSMUSG00000044730	2911	ENSMUSP00000154851.1	9930104L06Rik	protein_coding
ENSMUSG00000044734	1918	ENSMUSP00000075690.6	Serpinb1a	protein_coding
ENSMUSG00000044737	1271	ENSMUSP00000056935.6	Klk14	protein_coding
ENSMUSG00000044743	298	ENSMUSP00000061533.3	Defb10	protein_coding
ENSMUSG00000044748	872	ENSMUSP00000051754.8	Defb1	protein_coding
ENSMUSG00000044749	5240	ENSMUSP00000035458.7	Abca6	protein_coding
ENSMUSG00000044763	3002	ENSMUSP00000058954.8	Trmt10c	protein_coding
ENSMUSG00000044768	40378	ENSMUSP00000051034.7	D1Ertd622e	protein_coding
ENSMUSG00000044770	4885	ENSMUSP00000053157.7	Scml4	protein_coding
ENSMUSG00000044772	1240	ENSMUSP00000062092.2	Sntn	protein_coding
ENSMUSG00000044783	4878	ENSMUSP00000054263.8	Hjurp	protein_coding
ENSMUSG00000044786	2790	ENSMUSP00000057815.5	Zfp36	protein_coding
ENSMUSG00000044787	1112	ENSMUSP00000099365.1	Spata32	protein_coding
ENSMUSG00000044788	4951	ENSMUSP00000058783.7	Fads6	protein_coding
ENSMUSG00000044791	8350	ENSMUSP00000116313.2	Setd2	protein_coding
ENSMUSG00000044792	1942	ENSMUSP00000054858.6	Isca1	protein_coding
ENSMUSG00000044795	1034	ENSMUSP00000104300.1	Cyb5d1	protein_coding
ENSMUSG00000044798	2846	ENSMUSP00000151135.1	Olfr923	protein_coding
ENSMUSG00000044801	960	ENSMUSP00000060784.1	Olfr159	protein_coding
ENSMUSG00000044807	5325	ENSMUSP00000104763.2	Zfp354c	protein_coding
ENSMUSG00000044811	1274	ENSMUSP00000124035.1	Cd300c2	protein_coding
ENSMUSG00000044813	2244	ENSMUSP00000060433.5	Shb	protein_coding
ENSMUSG00000044814	1456	ENSMUSP00000151487.1	Olfr543	protein_coding
ENSMUSG00000044816	2180	ENSMUSP00000056196.3	D630023F18Rik	protein_coding
ENSMUSG00000044819	3732	ENSMUSP00000055137.5	Oxgr1	protein_coding
ENSMUSG00000044820	769	ENSMUSP00000049861.5	AY074887	protein_coding
ENSMUSG00000044824	3496	ENSMUSP00000150232.1	Olfr545	protein_coding
ENSMUSG00000044827	3025	ENSMUSP00000142500.1	Tlr1	protein_coding
ENSMUSG00000044835	3714	ENSMUSP00000107235.1	Ankrd45	protein_coding
ENSMUSG00000044847	6453	ENSMUSP00000117531.1	Lsm11	protein_coding
ENSMUSG00000044854	967	ENSMUSP00000055787.5	1700056E22Rik	protein_coding
ENSMUSG00000044857	2595	ENSMUSP00000058221.7	Lemd2	protein_coding
ENSMUSG00000044860	1537	ENSMUSP00000076020.6	Gm1123	protein_coding
ENSMUSG00000044863	468	ENSMUSP00000059665.5	Defb36	protein_coding
ENSMUSG00000044864	7031	ENSMUSP00000122842.1	Ankrd50	protein_coding
ENSMUSG00000044876	5104	ENSMUSP00000104207.1	Zfp444	protein_coding
ENSMUSG00000044881	1391	ENSMUSP00000053727.3	Coa4	protein_coding
ENSMUSG00000044894	1521	ENSMUSP00000053145.4	Uqcrq	protein_coding
ENSMUSG00000044897	1993	ENSMUSP00000144938.1	Olfr821	protein_coding
ENSMUSG00000044899	1382	ENSMUSP00000102472.1	Olfr649	protein_coding
ENSMUSG00000044903	1871	ENSMUSP00000146795.1	Psg22	protein_coding
ENSMUSG00000044906	3317	ENSMUSP00000148553.1	4930503L19Rik	protein_coding
ENSMUSG00000044912	8156	ENSMUSP00000152623.1	Syt16	protein_coding
ENSMUSG00000044916	416	ENSMUSP00000106911.2	1700029I15Rik	protein_coding
ENSMUSG00000044921	5294	ENSMUSP00000151843.1	Rassf9	protein_coding
ENSMUSG00000044923	4522	ENSMUSP00000053309.1	Olfr1030	protein_coding
ENSMUSG00000044927	1217	ENSMUSP00000060761.5	H1fx	protein_coding
ENSMUSG00000044933	4275	ENSMUSP00000058040.2	Sstr3	protein_coding
ENSMUSG00000044934	3532	ENSMUSP00000050854.4	Zfp367	protein_coding
ENSMUSG00000044937	4366	ENSMUSP00000075059.6	Ttc41	protein_coding
ENSMUSG00000044938	6494	ENSMUSP00000059643.6	Klhl31	protein_coding
ENSMUSG00000044948	5264	ENSMUSP00000125007.1	Cfap43	protein_coding
ENSMUSG00000044949	1012	ENSMUSP00000056765.4	Ubtd2	protein_coding
ENSMUSG00000044950	3277	ENSMUSP00000054154.5	Pwwp2a	protein_coding
ENSMUSG00000044951	5571	ENSMUSP00000060149.4	Mylk4	protein_coding
ENSMUSG00000044952	2966	ENSMUSP00000051316.5	Kctd21	protein_coding
ENSMUSG00000044957	2476	ENSMUSP00000056682.3	Pp2d1	protein_coding
ENSMUSG00000044966	2117	ENSMUSP00000057901.1	Fbxo48	protein_coding
ENSMUSG00000044968	3954	ENSMUSP00000110872.1	Napepld	protein_coding
ENSMUSG00000044976	5196	ENSMUSP00000057320.7	Wdr72	protein_coding
ENSMUSG00000044982	2727	ENSMUSP00000100656.2	Sft2d3	protein_coding
ENSMUSG00000044985	4497	ENSMUSP00000148904.1	Olfr124	protein_coding
ENSMUSG00000044986	1144	ENSMUSP00000055743.7	Tst	protein_coding
ENSMUSG00000044988	1478	ENSMUSP00000049678.7	Ucn3	protein_coding
ENSMUSG00000044991	1471	ENSMUSP00000105759.2	Shld1	protein_coding
ENSMUSG00000044994	3058	ENSMUSP00000151331.1	Olfr1426	protein_coding
ENSMUSG00000045004	2526	ENSMUSP00000053080.2	Spata21	protein_coding
ENSMUSG00000045005	6915	ENSMUSP00000067783.5	Fzd5	protein_coding
ENSMUSG00000045007	1754	ENSMUSP00000045901.9	Tubg2	protein_coding
ENSMUSG00000045008	1859	ENSMUSP00000049699.1	9030612E09Rik	protein_coding
ENSMUSG00000045009	3741	ENSMUSP00000145443.1	Prrt3	protein_coding
ENSMUSG00000045010	1991	ENSMUSP00000147427.1	Gm4779	protein_coding
ENSMUSG00000045013	4724	ENSMUSP00000149016.1	Olfr711	protein_coding
ENSMUSG00000045019	2429	ENSMUSP00000062037.4	Acer1	protein_coding
ENSMUSG00000045022	481	ENSMUSP00000053046.5	1700024P04Rik	protein_coding
ENSMUSG00000045027	1324	ENSMUSP00000039808.6	Prss22	protein_coding
ENSMUSG00000045030	4343	ENSMUSP00000059886.6	Olfr1443	protein_coding
ENSMUSG00000045031	2981	ENSMUSP00000132689.1	Cetn4	protein_coding
ENSMUSG00000045034	4013	ENSMUSP00000054330.6	Ankrd34b	protein_coding
ENSMUSG00000045036	2665	ENSMUSP00000055652.6	Tmem232	protein_coding
ENSMUSG00000045038	6254	ENSMUSP00000094874.2	Prkce	protein_coding
ENSMUSG00000045039	10040	ENSMUSP00000122192.1	Megf8	protein_coding
ENSMUSG00000045045	3194	ENSMUSP00000050039.2	Lrfn4	protein_coding
ENSMUSG00000045052	1572	ENSMUSP00000063114.2	Prlhr	protein_coding
ENSMUSG00000045053	3356	ENSMUSP00000054910.1	Kcng3	protein_coding
ENSMUSG00000045062	3501	ENSMUSP00000051041.3	Pcdhb7	protein_coding
ENSMUSG00000045064	4482	ENSMUSP00000051664.4	Zc2hc1c	protein_coding
ENSMUSG00000045065	2706	ENSMUSP00000062888.7	9930022D16Rik	protein_coding
ENSMUSG00000045071	10856	ENSMUSP00000065702.4	E130308A19Rik	protein_coding
ENSMUSG00000045078	4474	ENSMUSP00000052563.9	Rnf216	protein_coding
ENSMUSG00000045083	3562	ENSMUSP00000130423.1	Lingo2	protein_coding
ENSMUSG00000045087	2500	ENSMUSP00000113843.1	S1pr5	protein_coding
ENSMUSG00000045091	1088	ENSMUSP00000060622.4	Aqp12	protein_coding
ENSMUSG00000045092	3046	ENSMUSP00000050897.2	S1pr1	protein_coding
ENSMUSG00000045094	3234	ENSMUSP00000130560.1	Arhgef37	protein_coding
ENSMUSG00000045095	7929	ENSMUSP00000144881.1	Magi1	protein_coding
ENSMUSG00000045098	6130	ENSMUSP00000109606.1	Kmt5b	protein_coding
ENSMUSG00000045100	2076	ENSMUSP00000145328.1	Slc25a26	protein_coding
ENSMUSG00000045102	2897	ENSMUSP00000036110.7	Poln	protein_coding
ENSMUSG00000045103	14910	ENSMUSP00000109633.1	Dmd	protein_coding
ENSMUSG00000045106	3944	ENSMUSP00000106743.1	Ccdc73	protein_coding
ENSMUSG00000045107	2315	ENSMUSP00000055382.4	Saysd1	protein_coding
ENSMUSG00000045109	984	ENSMUSP00000053711.5	Krtap4-7	protein_coding
ENSMUSG00000045111	1038	ENSMUSP00000097603.1	Taar6	protein_coding
ENSMUSG00000045114	2501	ENSMUSP00000124520.1	Prrt2	protein_coding
ENSMUSG00000045126	1001	ENSMUSP00000058933.2	Olfr1445	protein_coding
ENSMUSG00000045128	1260	ENSMUSP00000058368.8	Rpl18a	protein_coding
ENSMUSG00000045132	5559	ENSMUSP00000148869.1	Olfr620	protein_coding
ENSMUSG00000045136	2182	ENSMUSP00000075178.3	Tubb2b	protein_coding
ENSMUSG00000045140	2675	ENSMUSP00000064547.2	Pigw	protein_coding
ENSMUSG00000045148	2253	ENSMUSP00000150299.1	Olfr1255	protein_coding
ENSMUSG00000045150	3675	ENSMUSP00000150251.1	Olfr1161	protein_coding
ENSMUSG00000045160	2312	ENSMUSP00000118348.1	Bola3	protein_coding
ENSMUSG00000045165	1932	ENSMUSP00000063016.5	AI467606	protein_coding
ENSMUSG00000045174	4392	ENSMUSP00000054748.8	Amer3	protein_coding
ENSMUSG00000045176	1862	ENSMUSP00000059143.2	Borcs6	protein_coding
ENSMUSG00000045179	2065	ENSMUSP00000115237.2	Sox3	protein_coding
ENSMUSG00000045180	7494	ENSMUSP00000098701.2	Shroom2	protein_coding
ENSMUSG00000045193	1321	ENSMUSP00000101004.2	Cirbp	protein_coding
ENSMUSG00000045201	1655	ENSMUSP00000059463.4	Lrrc3b	protein_coding
ENSMUSG00000045202	2883	ENSMUSP00000150780.1	Olfr123	protein_coding
ENSMUSG00000045204	2690	ENSMUSP00000148416.2	Olfr835	protein_coding
ENSMUSG00000045205	6754	ENSMUSP00000081954.5	Dpy19l4	protein_coding
ENSMUSG00000045210	9749	ENSMUSP00000051248.6	Vcpip1	protein_coding
ENSMUSG00000045211	3926	ENSMUSP00000086450.2	Nudt18	protein_coding
ENSMUSG00000045215	11697	ENSMUSP00000095260.3	Asxl3	protein_coding
ENSMUSG00000045216	3719	ENSMUSP00000085499.3	Hs6st1	protein_coding
ENSMUSG00000045225	6201	ENSMUSP00000151045.1	Olfr1152	protein_coding
ENSMUSG00000045232	634	ENSMUSP00000051392.3	Rln3	protein_coding
ENSMUSG00000045236	1046	ENSMUSP00000059461.4	Krtap5-4	protein_coding
ENSMUSG00000045237	1094	ENSMUSP00000052765.5	1110012L19Rik	protein_coding
ENSMUSG00000045246	3806	ENSMUSP00000056552.3	Kcng4	protein_coding
ENSMUSG00000045248	2997	ENSMUSP00000058697.5	Med26	protein_coding
ENSMUSG00000045251	1302	ENSMUSP00000145670.1	Zfp688	protein_coding
ENSMUSG00000045252	4140	ENSMUSP00000136547.1	Zfp574	protein_coding
ENSMUSG00000045257	656	ENSMUSP00000154623.1	Morn2	protein_coding
ENSMUSG00000045259	1558	ENSMUSP00000056212.4	Klhdc9	protein_coding
ENSMUSG00000045267	1006	ENSMUSP00000050277.2	Tas2r119	protein_coding
ENSMUSG00000045268	2341	ENSMUSP00000053013.4	Zfp691	protein_coding
ENSMUSG00000045273	1251	ENSMUSP00000074988.3	Cenph	protein_coding
ENSMUSG00000045275	3162	ENSMUSP00000109435.1	Lca5l	protein_coding
ENSMUSG00000045281	2144	ENSMUSP00000063910.4	Gpr20	protein_coding
ENSMUSG00000045282	1344	ENSMUSP00000146201.1	Tmem86b	protein_coding
ENSMUSG00000045284	3509	ENSMUSP00000062991.2	Dcaf12l1	protein_coding
ENSMUSG00000045287	3525	ENSMUSP00000099572.3	Rtn4rl1	protein_coding
ENSMUSG00000045288	3306	ENSMUSP00000099326.4	Ush1g	protein_coding
ENSMUSG00000045291	1813	ENSMUSP00000145343.1	E330021D16Rik	protein_coding
ENSMUSG00000045294	2697	ENSMUSP00000061877.10	Insig1	protein_coding
ENSMUSG00000045302	6300	ENSMUSP00000074387.5	Preb	protein_coding
ENSMUSG00000045306	4416	ENSMUSP00000150732.1	Olfr734	protein_coding
ENSMUSG00000045312	4348	ENSMUSP00000062239.1	Lhfpl2	protein_coding
ENSMUSG00000045314	3900	ENSMUSP00000055267.5	Sowahb	protein_coding
ENSMUSG00000045316	1473	ENSMUSP00000055827.4	Fahd1	protein_coding
ENSMUSG00000045318	3445	ENSMUSP00000059705.5	Adra2c	protein_coding
ENSMUSG00000045319	4398	ENSMUSP00000110592.2	Proser2	protein_coding
ENSMUSG00000045322	3478	ENSMUSP00000082207.6	Tlr9	protein_coding
ENSMUSG00000045326	4820	ENSMUSP00000136215.1	Fndc7	protein_coding
ENSMUSG00000045328	7910	ENSMUSP00000057938.7	Cenpe	protein_coding
ENSMUSG00000045330	1970	ENSMUSP00000056260.1	4933402E13Rik	protein_coding
