dnovemcinctus	mdomestica	ggallus	xtropicalis	drerio	olatipes	pmarinus	eburgeri	cintestinalis	dmelanogaster	celegans
ENSMUSG00000028943	ENSDNOG00000023754	ENSMODG00000006138	ENSGALG00000000645	ENSXETG00000001165	ENSDARG00000076414	ENSORLG00000004265	ENSPMAG00000009140	0	0	0	0
ENSMUSG00000028944	ENSDNOG00000046116	ENSMODG00000004614	ENSGALG00000006219	ENSXETG00000009727	ENSDARG00000012625	ENSORLG00000016783	0	ENSEBUG00000013230	0	0	0
ENSMUSG00000028945	ENSDNOG00000036135	0	ENSGALG00000039880	ENSXETG00000009724	0	0	0	0	0	0	0
ENSMUSG00000028946	ENSDNOG00000032069	0	0	0	ENSDARG00000076857	ENSORLG00000024424	0	0	0	0	0
ENSMUSG00000028948	ENSDNOG00000033259	ENSMODG00000006027	ENSGALG00000028958	ENSXETG00000031086	ENSDARG00000077751	ENSORLG00000025184	0	ENSEBUG00000011438	ENSCING00000011450	FBgn0034073	WBGene00010709
ENSMUSG00000028949	ENSDNOG00000008824	ENSMODG00000004451	ENSGALG00000043137	ENSXETG00000014415	0	ENSORLG00000011768	0	0	0	0	0
ENSMUSG00000028950	ENSDNOG00000046132	ENSMODG00000005985	ENSGALG00000046030	0	0	0	0	0	0	0	0
ENSMUSG00000028952	ENSDNOG00000004094	ENSMODG00000000246	ENSGALG00000000637	ENSXETG00000011113	ENSDARG00000039263	ENSORLG00000019331	0	0	0	0	0
ENSMUSG00000028953	ENSDNOG00000004954	ENSMODG00000004420	ENSGALG00000034573	ENSXETG00000014410	0	ENSORLG00000011822	ENSPMAG00000006926	ENSEBUG00000007700	ENSCING00000003644	FBgn0030672	WBGene00012097
ENSMUSG00000028954	0	ENSMODG00000004476	ENSGALG00000006181	ENSXETG00000020986	ENSDARG00000061417	ENSORLG00000003729	ENSPMAG00000007019	ENSEBUG00000012659	ENSCING00000007837	0	0
ENSMUSG00000028955	ENSDNOG00000038774	0	ENSGALG00000000579	ENSXETG00000025515	ENSDARG00000070161	ENSORLG00000015925	0	ENSEBUG00000005268	0	0	0
ENSMUSG00000028957	0	ENSMODG00000005802	ENSGALG00000000573	ENSXETG00000005028	ENSDARG00000010519	ENSORLG00000015952	0	0	0	0	0
ENSMUSG00000028958	ENSDNOG00000045011	ENSMODG00000004243	0	0	ENSDARG00000038787	ENSORLG00000006920	0	0	0	0	0
ENSMUSG00000028959	ENSDNOG00000032359	0	ENSGALG00000033058	0	ENSDARG00000077075	ENSORLG00000023667	ENSPMAG00000009209	ENSEBUG00000004770	0	0	0
ENSMUSG00000028960	ENSDNOG00000008820	ENSMODG00000002838	ENSGALG00000002649	ENSXETG00000022157	ENSDARG00000037017	ENSORLG00000005259	0	ENSEBUG00000008148	ENSCING00000022724	FBgn0032467	WBGene00006734
ENSMUSG00000028961	ENSDNOG00000010462	ENSMODG00000002668	ENSGALG00000002797	ENSXETG00000022167	ENSDARG00000015343	ENSORLG00000005212	0	ENSEBUG00000011635	0	FBgn0004654	WBGene00012015
ENSMUSG00000028962	ENSDNOG00000012761	ENSMODG00000004225	ENSGALG00000034284	0	0	0	0	ENSEBUG00000005179	0	0	0
ENSMUSG00000028963	0	ENSMODG00000028488	ENSGALG00000000556	0	0	ENSORLG00000013890	0	0	0	0	0
ENSMUSG00000028964	0	ENSMODG00000009595	ENSGALG00000036214	ENSXETG00000006018	ENSDARG00000116835	ENSORLG00000004285	ENSPMAG00000001099	ENSEBUG00000004248	ENSCING00000003618	0	0
ENSMUSG00000028965	0	ENSMODG00000027363	ENSGALG00000052935	ENSXETG00000032568	0	0	0	0	0	0	0
ENSMUSG00000028967	0	ENSMODG00000009586	ENSGALG00000000535	ENSXETG00000006017	ENSDARG00000104039	0	0	0	ENSCING00000018359	0	0
ENSMUSG00000028969	ENSDNOG00000039046	0	0	ENSXETG00000025847	ENSDARG00000056683	ENSORLG00000017539	0	ENSEBUG00000006464	0	FBgn0013762	WBGene00019362
ENSMUSG00000028970	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028971	0	ENSMODG00000002663	0	0	0	0	0	0	0	0	0
ENSMUSG00000028972	ENSDNOG00000010140	0	ENSGALG00000002390	ENSXETG00000011902	ENSDARG00000056499	ENSORLG00000005650	0	0	0	0	0
ENSMUSG00000028973	ENSDNOG00000032182	ENSMODG00000003937	ENSGALG00000031243	ENSXETG00000011958	ENSDARG00000056672	ENSORLG00000017547	ENSPMAG00000004214	ENSEBUG00000007001	0	0	0
ENSMUSG00000028974	ENSDNOG00000046584	ENSMODG00000002660	ENSGALG00000002820	ENSXETG00000006306	ENSDARG00000055770	ENSORLG00000005148	0	0	0	0	0
ENSMUSG00000028975	ENSDNOG00000038702	ENSMODG00000002643	ENSGALG00000002836	ENSXETG00000006309	ENSDARG00000028322	ENSORLG00000005154	0	ENSEBUG00000003494	ENSCING00000002956	FBgn0037020	WBGene00004199
ENSMUSG00000028976	0	ENSMODG00000009329	ENSGALG00000002466	ENSXETG00000011901	ENSDARG00000077875	ENSORLG00000005714	0	0	0	0	0
ENSMUSG00000028977	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028978	ENSDNOG00000009848	ENSMODG00000003903	ENSGALG00000050508	ENSXETG00000011979	0	0	0	ENSEBUG00000004798	0	0	0
ENSMUSG00000028979	ENSDNOG00000008502	ENSMODG00000011217	ENSGALG00000003016	ENSXETG00000006314	ENSDARG00000007988	ENSORLG00000029620	ENSPMAG00000006661	0	0	0	0
ENSMUSG00000028980	ENSDNOG00000000879	ENSMODG00000009247	ENSGALG00000002492	ENSXETG00000012078	ENSDARG00000060153	ENSORLG00000003550	0	ENSEBUG00000015823	0	0	0
ENSMUSG00000028982	ENSDNOG00000032294	ENSMODG00000003059	ENSGALG00000002519	0	ENSDARG00000039931	ENSORLG00000005757	0	0	0	0	0
ENSMUSG00000028986	ENSDNOG00000001169	ENSMODG00000001075	ENSGALG00000010938	ENSXETG00000007392	ENSDARG00000101445	0	0	0	0	0	0
ENSMUSG00000028988	ENSDNOG00000040248	ENSMODG00000002885	ENSGALG00000053363	ENSXETG00000022152	ENSDARG00000038954	ENSORLG00000029626	0	0	0	0	0
ENSMUSG00000028989	ENSDNOG00000012204	ENSMODG00000011148	ENSGALG00000003179	ENSXETG00000017425	0	0	0	0	0	0	0
ENSMUSG00000028990	ENSDNOG00000019688	ENSMODG00000025570	ENSGALG00000002616	ENSXETG00000022153	ENSDARG00000055899	ENSORLG00000022296	ENSPMAG00000002963	0	0	0	0
ENSMUSG00000028991	ENSDNOG00000023681	ENSMODG00000011138	ENSGALG00000003339	ENSXETG00000017426	ENSDARG00000053196	0	0	0	0	FBgn0021796	0
ENSMUSG00000028992	ENSDNOG00000016167	ENSMODG00000002873	ENSGALG00000043318	ENSXETG00000022154	ENSDARG00000105748	ENSORLG00000005295	ENSPMAG00000007449	ENSEBUG00000011094	0	0	0
ENSMUSG00000028995	ENSDNOG00000043299	ENSMODG00000001096	ENSGALG00000010925	ENSXETG00000005936	ENSDARG00000026762	ENSORLG00000003881	0	0	0	0	0
ENSMUSG00000028996	ENSDNOG00000033027	ENSMODG00000002861	ENSGALG00000002637	0	ENSDARG00000070486	ENSORLG00000003564	0	ENSEBUG00000013450	0	0	0
ENSMUSG00000028998	ENSDNOG00000018461	0	ENSGALG00000029856	ENSXETG00000027521	0	ENSORLG00000021890	0	ENSEBUG00000008848	0	0	0
ENSMUSG00000028999	ENSDNOG00000007952	ENSMODG00000017367	ENSGALG00000008123	ENSXETG00000023226	ENSDARG00000005547	ENSORLG00000012650	ENSPMAG00000008355	ENSEBUG00000015237	0	FBgn0035762	0
ENSMUSG00000029001	ENSDNOG00000038498	ENSMODG00000011049	ENSGALG00000004646	ENSXETG00000027482	0	ENSORLG00000026354	ENSPMAG00000004250	0	0	0	0
ENSMUSG00000029003	ENSDNOG00000008328	ENSMODG00000011006	ENSGALG00000004640	ENSXETG00000013095	ENSDARG00000042456	0	ENSPMAG00000007899	0	0	FBgn0037345	0
ENSMUSG00000029004	ENSDNOG00000005745	ENSMODG00000017347	ENSGALG00000008167	ENSXETG00000025679	ENSDARG00000007523	ENSORLG00000015936	ENSPMAG00000003680	0	ENSCING00000013185	0	0
ENSMUSG00000029005	ENSDNOG00000013890	ENSMODG00000010996	ENSGALG00000004631	ENSXETG00000031404	0	ENSORLG00000029769	0	0	0	0	0
ENSMUSG00000029007	ENSDNOG00000048676	ENSMODG00000010990	ENSGALG00000004623	ENSXETG00000013094	ENSDARG00000077082	ENSORLG00000024798	0	0	ENSCING00000021206	FBgn0052638	0
ENSMUSG00000029009	ENSDNOG00000012174	ENSMODG00000010976	ENSGALG00000004612	ENSXETG00000013086	ENSDARG00000053087	ENSORLG00000018951	0	ENSEBUG00000006411	ENSCING00000006388	FBgn0036157	WBGene00015512
ENSMUSG00000029012	ENSDNOG00000035576	ENSMODG00000017291	ENSGALG00000008175	ENSXETG00000015946	ENSDARG00000021579	ENSORLG00000015908	0	ENSEBUG00000007377	ENSCING00000003315	FBgn0015271	WBGene00013857
ENSMUSG00000029014	ENSDNOG00000002705	ENSMODG00000017229	ENSGALG00000008249	ENSXETG00000023108	ENSDARG00000070477	ENSORLG00000018453	0	ENSEBUG00000009150	ENSCING00000003953	0	0
ENSMUSG00000029015	0	ENSMODG00000017245	ENSGALG00000008222	ENSXETG00000023111	ENSDARG00000022424	ENSORLG00000018413	ENSPMAG00000001947	ENSEBUG00000003066	0	0	0
ENSMUSG00000029016	ENSDNOG00000012192	ENSMODG00000010962	ENSGALG00000004590	ENSXETG00000013083	ENSDARG00000032577	ENSORLG00000019044	0	0	ENSCING00000007017	0	0
ENSMUSG00000029017	ENSDNOG00000002703	ENSMODG00000017224	ENSGALG00000008280	ENSXETG00000023106	ENSDARG00000016979	ENSORLG00000018466	0	ENSEBUG00000001846	ENSCING00000006280	FBgn0038271	WBGene00013880
ENSMUSG00000029019	0	0	ENSGALG00000004574	ENSXETG00000013082	ENSDARG00000052958	ENSORLG00000027335	0	0	0	0	0
ENSMUSG00000029020	ENSDNOG00000012602	ENSMODG00000010801	ENSGALG00000004523	ENSXETG00000013049	ENSDARG00000079504	ENSORLG00000025366	0	0	0	0	0
ENSMUSG00000029022	ENSDNOG00000006111	ENSMODG00000010745	ENSGALG00000044581	0	ENSDARG00000088346	ENSORLG00000030292	0	0	0	0	0
ENSMUSG00000029026	ENSDNOG00000039510	ENSMODG00000006623	ENSGALG00000001006	ENSXETG00000005019	ENSDARG00000017953	ENSORLG00000004402	0	0	0	0	0
ENSMUSG00000029027	ENSDNOG00000042475	ENSMODG00000006492	ENSGALG00000036295	ENSXETG00000006035	ENSDARG00000009748	ENSORLG00000022663	ENSPMAG00000000239	ENSEBUG00000012563	0	FBgn0028406	0
ENSMUSG00000029028	ENSDNOG00000046923	ENSMODG00000006554	ENSGALG00000050995	ENSXETG00000006029	ENSDARG00000053138	ENSORLG00000002532	0	0	ENSCING00000003935	0	WBGene00021828
ENSMUSG00000029029	ENSDNOG00000035224	ENSMODG00000006647	ENSGALG00000001017	ENSXETG00000005016	ENSDARG00000009557	ENSORLG00000004450	ENSPMAG00000005945	ENSEBUG00000005763	ENSCING00000006857	0	0
ENSMUSG00000029030	ENSDNOG00000038987	ENSMODG00000006651	ENSGALG00000001024	ENSXETG00000005015	ENSDARG00000068149	ENSORLG00000004473	0	0	0	0	0
ENSMUSG00000029032	ENSDNOG00000045229	0	ENSGALG00000001058	ENSXETG00000005005	ENSDARG00000077114	ENSORLG00000004248	0	0	0	0	0
ENSMUSG00000029033	ENSDNOG00000031717	0	ENSGALG00000033293	ENSXETG00000001021	0	0	ENSPMAG00000009862	ENSEBUG00000006689	0	0	0
ENSMUSG00000029034	ENSDNOG00000025863	ENSMODG00000006290	ENSGALG00000001691	ENSXETG00000030716	ENSDARG00000025212	ENSORLG00000015957	ENSPMAG00000005816	ENSEBUG00000003190	ENSCING00000002398	FBgn0039691	WBGene00008642
ENSMUSG00000029036	ENSDNOG00000016880	ENSMODG00000006603	ENSGALG00000035869	ENSXETG00000012959	0	ENSORLG00000018296	ENSPMAG00000005866	ENSEBUG00000012989	ENSCING00000007064	FBgn0040237	0
ENSMUSG00000029038	ENSDNOG00000043916	ENSMODG00000006616	ENSGALG00000001489	ENSXETG00000012963	ENSDARG00000031216	ENSORLG00000030088	0	0	ENSCING00000004387	FBgn0031054	WBGene00020480
ENSMUSG00000029047	ENSDNOG00000043222	ENSMODG00000008130	ENSGALG00000001223	ENSXETG00000012096	ENSDARG00000041511	ENSORLG00000016884	0	ENSEBUG00000009938	ENSCING00000019116	FBgn0035233	WBGene00016318
ENSMUSG00000029048	ENSDNOG00000047666	ENSMODG00000008117	ENSGALG00000021683	ENSXETG00000027904	ENSDARG00000012747	ENSORLG00000029746	0	ENSEBUG00000012339	ENSCING00000005442	FBgn0039303	WBGene00009783
ENSMUSG00000029049	ENSDNOG00000003311	ENSMODG00000025573	0	ENSXETG00000012097	0	0	0	0	ENSCING00000012340	0	0
ENSMUSG00000029050	ENSDNOG00000045609	ENSMODG00000020914	ENSGALG00000001229	ENSXETG00000015978	ENSDARG00000042151	ENSORLG00000016855	0	ENSEBUG00000016804	0	0	0
ENSMUSG00000029053	0	ENSMODG00000020916	ENSGALG00000001270	ENSXETG00000015999	ENSDARG00000043332	ENSORLG00000016850	0	0	0	0	0
ENSMUSG00000029054	ENSDNOG00000037395	ENSMODG00000020572	ENSGALG00000001282	ENSXETG00000016013	ENSDARG00000059763	ENSORLG00000023279	0	0	0	0	0
ENSMUSG00000029055	ENSDNOG00000031692	ENSMODG00000008162	ENSGALG00000001207	ENSXETG00000012092	0	0	ENSPMAG00000002499	0	0	0	0
ENSMUSG00000029056	ENSDNOG00000034808	ENSMODG00000008199	ENSGALG00000001165	ENSXETG00000012083	ENSDARG00000098453	ENSORLG00000004961	0	ENSEBUG00000009427	0	FBgn0031682	WBGene00004068
ENSMUSG00000029059	0	ENSMODG00000008238	0	0	0	0	0	0	0	0	0
ENSMUSG00000029060	ENSDNOG00000034487	ENSMODG00000006713	ENSGALG00000001473	ENSXETG00000019608	ENSDARG00000103609	ENSORLG00000000153	ENSPMAG00000007672	ENSEBUG00000006904	ENSCING00000008035	FBgn0086442	WBGene00012933
ENSMUSG00000029061	0	ENSMODG00000006736	ENSGALG00000001392	ENSXETG00000019607	ENSDARG00000043079	ENSORLG00000000164	0	0	0	0	0
ENSMUSG00000029062	ENSDNOG00000008357	ENSMODG00000006779	ENSGALG00000001382	ENSXETG00000019606	ENSDARG00000102546	ENSORLG00000000181	0	0	ENSCING00000000488	FBgn0016696	0
ENSMUSG00000029063	ENSDNOG00000025171	ENSMODG00000006845	ENSGALG00000032413	ENSXETG00000019605	0	ENSORLG00000020149	0	0	ENSCING00000005331	0	0
ENSMUSG00000029064	ENSDNOG00000047275	ENSMODG00000006881	ENSGALG00000001334	ENSXETG00000019604	ENSDARG00000090454	ENSORLG00000003613	0	0	0	0	0
ENSMUSG00000029066	ENSDNOG00000044958	ENSMODG00000006562	ENSGALG00000001542	ENSXETG00000011118	ENSDARG00000090462	ENSORLG00000018304	ENSPMAG00000009990	ENSEBUG00000002214	0	FBgn0036335	WBGene00012992
ENSMUSG00000029068	ENSDNOG00000018721	0	ENSGALG00000001551	ENSXETG00000017379	0	0	0	0	0	0	0
ENSMUSG00000029070	0	ENSMODG00000006413	ENSGALG00000001561	ENSXETG00000011119	0	0	0	0	0	0	0
ENSMUSG00000029071	ENSDNOG00000033639	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029072	ENSDNOG00000042802	ENSMODG00000006323	0	0	ENSDARG00000006341	ENSORLG00000004226	0	0	0	0	0
ENSMUSG00000029073	ENSDNOG00000042160	ENSMODG00000006296	0	ENSXETG00000011136	0	0	0	ENSEBUG00000013503	0	0	0
ENSMUSG00000029074	ENSDNOG00000034694	ENSMODG00000016438	0	0	ENSDARG00000090472	0	ENSPMAG00000001097	0	ENSCING00000023246	0	0
ENSMUSG00000029075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029076	ENSDNOG00000037404	ENSMODG00000016449	ENSGALG00000001872	ENSXETG00000001037	ENSDARG00000070682	ENSORLG00000016056	ENSPMAG00000004769	ENSEBUG00000015766	ENSCING00000004534	FBgn0051475	WBGene00016965
ENSMUSG00000029082	ENSDNOG00000017089	ENSMODG00000001017	ENSGALG00000014509	ENSXETG00000034214	0	0	0	0	0	0	0
ENSMUSG00000029084	ENSDNOG00000036001	ENSMODG00000001007	ENSGALG00000014508	ENSXETG00000020332	0	0	0	0	0	0	0
ENSMUSG00000029086	ENSDNOG00000013804	ENSMODG00000000987	ENSGALG00000014496	ENSXETG00000020336	0	0	ENSPMAG00000002600	ENSEBUG00000015296	ENSCING00000024013	0	0
ENSMUSG00000029088	ENSDNOG00000008587	ENSMODG00000000625	ENSGALG00000034621	ENSXETG00000027346	0	ENSORLG00000004748	ENSPMAG00000009597	ENSEBUG00000010426	0	0	0
ENSMUSG00000029089	ENSDNOG00000035852	ENSMODG00000000641	ENSGALG00000014406	ENSXETG00000020472	0	0	ENSPMAG00000000062	0	0	0	0
ENSMUSG00000029090	ENSDNOG00000041007	ENSMODG00000000582	ENSGALG00000033470	ENSXETG00000020470	ENSDARG00000073673	ENSORLG00000004767	ENSPMAG00000001551	ENSEBUG00000015036	ENSCING00000019973	0	0
ENSMUSG00000029093	ENSDNOG00000048123	ENSMODG00000002995	ENSGALG00000015554	ENSXETG00000022892	ENSDARG00000077465	ENSORLG00000010673	0	0	0	0	0
ENSMUSG00000029094	ENSDNOG00000035848	ENSMODG00000003012	ENSGALG00000015556	ENSXETG00000011611	ENSDARG00000055284	ENSORLG00000020781	0	0	0	0	0
ENSMUSG00000029095	ENSDNOG00000043055	ENSMODG00000003062	ENSGALG00000043448	ENSXETG00000011610	ENSDARG00000055223	ENSORLG00000019949	ENSPMAG00000005668	0	0	0	0
ENSMUSG00000029096	ENSDNOG00000042885	ENSMODG00000003113	ENSGALG00000034673	ENSXETG00000032274	0	ENSORLG00000025299	ENSPMAG00000002674	ENSEBUG00000002780	0	0	0
ENSMUSG00000029097	ENSDNOG00000003636	ENSMODG00000003166	ENSGALG00000015594	ENSXETG00000030882	ENSDARG00000033957	ENSORLG00000006105	ENSPMAG00000006935	ENSEBUG00000008114	ENSCING00000011437	FBgn0037708	WBGene00016014
ENSMUSG00000029098	ENSDNOG00000033588	ENSMODG00000003150	ENSGALG00000015591	ENSXETG00000031495	ENSDARG00000038865	0	ENSPMAG00000006946	ENSEBUG00000014214	0	FBgn0031813	WBGene00019060
ENSMUSG00000029101	ENSDNOG00000043466	ENSMODG00000003502	0	ENSXETG00000026042	0	0	ENSPMAG00000006584	ENSEBUG00000008791	0	0	0
ENSMUSG00000029102	ENSDNOG00000023941	ENSMODG00000003485	ENSGALG00000015623	ENSXETG00000005495	0	ENSORLG00000006046	0	0	0	0	0
ENSMUSG00000029103	ENSDNOG00000045324	ENSMODG00000003461	ENSGALG00000015612	ENSXETG00000005500	ENSDARG00000033604	ENSORLG00000014444	ENSPMAG00000002943	0	ENSCING00000016102	FBgn0037756	WBGene00007606
ENSMUSG00000029104	ENSDNOG00000019218	ENSMODG00000003615	ENSGALG00000015635	ENSXETG00000014723	ENSDARG00000052866	ENSORLG00000026623	0	ENSEBUG00000003296	0	FBgn0027655	WBGene00009027
ENSMUSG00000029106	ENSDNOG00000037787	ENSMODG00000003815	ENSGALG00000015664	ENSXETG00000008015	ENSDARG00000103962	ENSORLG00000005724	ENSPMAG00000007509	ENSEBUG00000007480	0	0	0
ENSMUSG00000029108	ENSDNOG00000010006	ENSMODG00000000034	ENSGALG00000033883	ENSXETG00000022281	ENSDARG00000060610	ENSORLG00000006964	0	0	0	0	0
ENSMUSG00000029110	ENSDNOG00000037805	ENSMODG00000003938	ENSGALG00000052529	ENSXETG00000025752	ENSDARG00000090993	ENSORLG00000020573	0	0	0	0	0
ENSMUSG00000029111	ENSDNOG00000041985	ENSMODG00000004110	ENSGALG00000015699	ENSXETG00000002392	ENSDARG00000061411	ENSORLG00000007633	ENSPMAG00000000435	ENSEBUG00000011109	ENSCING00000005154	FBgn0038872	0
ENSMUSG00000029112	ENSDNOG00000036594	0	ENSGALG00000035650	ENSXETG00000003881	ENSDARG00000099427	ENSORLG00000026203	0	ENSEBUG00000001944	0	0	0
ENSMUSG00000029119	ENSDNOG00000035631	ENSMODG00000002889	ENSGALG00000015537	ENSXETG00000011609	ENSDARG00000079463	ENSORLG00000007017	ENSPMAG00000001828	0	0	0	0
ENSMUSG00000029120	ENSDNOG00000038356	ENSMODG00000002866	ENSGALG00000015531	ENSXETG00000011604	0	0	0	0	0	0	0
ENSMUSG00000029121	ENSDNOG00000005068	ENSMODG00000001760	ENSGALG00000041203	ENSXETG00000011600	ENSDARG00000056742	ENSORLG00000027778	0	0	0	0	0
ENSMUSG00000029122	ENSDNOG00000016502	ENSMODG00000001731	ENSGALG00000015037	ENSXETG00000033121	0	ENSORLG00000016712	0	0	0	0	0
ENSMUSG00000029123	ENSDNOG00000039192	ENSMODG00000001697	ENSGALG00000029510	ENSXETG00000030063	ENSDARG00000079499	0	ENSPMAG00000007964	ENSEBUG00000001295	0	0	0
ENSMUSG00000029125	ENSDNOG00000007299	ENSMODG00000001530	ENSGALG00000015012	ENSXETG00000016051	ENSDARG00000035763	ENSORLG00000016755	0	ENSEBUG00000001622	ENSCING00000004501	FBgn0039212	WBGene00020425
ENSMUSG00000029126	0	ENSMODG00000001519	ENSGALG00000015010	ENSXETG00000016050	0	ENSORLG00000027438	0	0	0	0	0
ENSMUSG00000029127	ENSDNOG00000016261	ENSMODG00000001516	ENSGALG00000015009	ENSXETG00000016041	ENSDARG00000102111	0	ENSPMAG00000003061	0	0	0	0
ENSMUSG00000029128	0	0	ENSGALG00000014931	ENSXETG00000026677	0	0	ENSPMAG00000001403	0	0	0	0
ENSMUSG00000029130	ENSDNOG00000024887	ENSMODG00000005073	ENSGALG00000006387	ENSXETG00000013506	ENSDARG00000060035	ENSORLG00000010475	0	ENSEBUG00000011742	ENSCING00000006677	0	0
ENSMUSG00000029131	ENSDNOG00000006607	0	ENSGALG00000006477	ENSXETG00000021624	0	ENSORLG00000004236	0	ENSEBUG00000006051	0	0	0
ENSMUSG00000029134	ENSDNOG00000011347	ENSMODG00000015572	0	0	ENSDARG00000096445	ENSORLG00000013346	ENSPMAG00000008298	0	ENSCING00000023080	0	0
ENSMUSG00000029135	0	ENSMODG00000015575	ENSGALG00000010036	ENSXETG00000010208	ENSDARG00000040623	ENSORLG00000023079	0	0	0	0	0
ENSMUSG00000029136	ENSDNOG00000006838	ENSMODG00000015586	ENSGALG00000010043	ENSXETG00000010187	ENSDARG00000019877	ENSORLG00000018207	0	ENSEBUG00000008134	ENSCING00000006080	0	WBGene00008548
ENSMUSG00000029138	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029141	0	ENSMODG00000015589	ENSGALG00000010047	ENSXETG00000022503	ENSDARG00000034160	ENSORLG00000018210	0	ENSEBUG00000005927	ENSCING00000003156	0	WBGene00014011
ENSMUSG00000029145	ENSDNOG00000017797	ENSMODG00000015669	ENSGALG00000033575	ENSXETG00000020959	ENSDARG00000014004	ENSORLG00000016283	ENSPMAG00000008657	ENSEBUG00000008859	ENSCING00000014451	FBgn0034858	WBGene00008670
ENSMUSG00000029146	ENSDNOG00000017799	ENSMODG00000015661	ENSGALG00000032468	ENSXETG00000016406	ENSDARG00000091418	ENSORLG00000016311	ENSPMAG00000009470	ENSEBUG00000013533	ENSCING00000004130	FBgn0032191	WBGene00008927
ENSMUSG00000029147	ENSDNOG00000017804	ENSMODG00000015646	ENSGALG00000016513	ENSXETG00000020949	ENSDARG00000075559	ENSORLG00000010662	ENSPMAG00000003243	ENSEBUG00000004851	ENSCING00000012896	0	0
ENSMUSG00000029148	ENSDNOG00000023876	ENSMODG00000015637	ENSGALG00000016512	ENSXETG00000012522	ENSDARG00000056089	0	0	ENSEBUG00000012196	0	0	0
ENSMUSG00000029149	0	ENSMODG00000015620	ENSGALG00000016510	ENSXETG00000012521	ENSDARG00000090072	ENSORLG00000011367	0	0	0	0	0
ENSMUSG00000029151	ENSDNOG00000004561	0	ENSGALG00000054823	0	0	0	0	0	0	0	0
ENSMUSG00000029152	ENSDNOG00000044168	ENSMODG00000020640	ENSGALG00000014081	ENSXETG00000011673	0	ENSORLG00000004352	0	0	0	0	0
ENSMUSG00000029153	ENSDNOG00000045678	ENSMODG00000025531	0	ENSXETG00000011674	ENSDARG00000052336	ENSORLG00000000187	0	0	0	0	0
ENSMUSG00000029154	ENSDNOG00000023671	0	ENSGALG00000041921	0	0	0	0	0	0	0	0
ENSMUSG00000029155	ENSDNOG00000046768	ENSMODG00000020645	ENSGALG00000013964	0	ENSDARG00000052343	ENSORLG00000000158	ENSPMAG00000005666	0	ENSCING00000004164	FBgn0039749	0
ENSMUSG00000029156	ENSDNOG00000037564	ENSMODG00000020644	ENSGALG00000013968	ENSXETG00000011676	ENSDARG00000052341	ENSORLG00000000171	ENSPMAG00000007853	ENSEBUG00000010857	0	FBgn0038042	WBGene00019277
ENSMUSG00000029158	ENSDNOG00000007336	ENSMODG00000020591	ENSGALG00000014221	0	ENSDARG00000039726	ENSORLG00000029255	0	0	0	0	0
ENSMUSG00000029161	ENSDNOG00000032259	ENSMODG00000015725	0	0	0	0	0	0	0	FBgn0037798	0
ENSMUSG00000029162	ENSDNOG00000047317	ENSMODG00000015726	ENSGALG00000051301	ENSXETG00000001220	ENSDARG00000029874	ENSORLG00000013091	ENSPMAG00000000626	ENSEBUG00000001216	ENSCING00000004329	0	0
ENSMUSG00000029163	ENSDNOG00000045659	ENSMODG00000015730	ENSGALG00000052087	ENSXETG00000001223	0	0	ENSPMAG00000002829	ENSEBUG00000001430	0	0	0
ENSMUSG00000029165	ENSDNOG00000005018	ENSMODG00000015738	ENSGALG00000038639	ENSXETG00000027165	ENSDARG00000045900	ENSORLG00000010469	0	ENSEBUG00000010292	ENSCING00000008899	0	0
ENSMUSG00000029166	ENSDNOG00000048117	ENSMODG00000015753	ENSGALG00000031726	ENSXETG00000001225	0	0	ENSPMAG00000006900	ENSEBUG00000015801	0	0	0
ENSMUSG00000029167	ENSDNOG00000041106	ENSMODG00000000549	ENSGALG00000042851	ENSXETG00000020468	ENSDARG00000067829	ENSORLG00000004788	0	0	0	0	0
ENSMUSG00000029168	ENSDNOG00000045852	ENSMODG00000015761	ENSGALG00000041028	ENSXETG00000001227	0	ENSORLG00000017657	0	0	0	0	0
ENSMUSG00000029169	ENSDNOG00000014438	ENSMODG00000000516	ENSGALG00000014395	ENSXETG00000002123	ENSDARG00000015392	0	0	ENSEBUG00000004428	ENSCING00000002654	FBgn0033160	WBGene00018967
ENSMUSG00000029171	ENSDNOG00000017856	0	ENSGALG00000039394	ENSXETG00000018469	ENSDARG00000018178	ENSORLG00000005363	ENSPMAG00000006250	ENSEBUG00000002702	0	0	0
ENSMUSG00000029173	ENSDNOG00000049494	ENSMODG00000000423	ENSGALG00000014386	ENSXETG00000002119	ENSDARG00000033861	ENSORLG00000004861	ENSPMAG00000002001	ENSEBUG00000004685	ENSCING00000004340	FBgn0037347	WBGene00008379
ENSMUSG00000029174	ENSDNOG00000018777	ENSMODG00000020529	ENSGALG00000039380	ENSXETG00000018473	ENSDARG00000062081	ENSORLG00000005401	0	0	0	0	0
ENSMUSG00000029175	ENSDNOG00000047798	ENSMODG00000015767	0	ENSXETG00000003331	ENSDARG00000016745	ENSORLG00000012067	0	0	ENSCING00000008864	FBgn0260744	WBGene00016235
